band_name,corrected_band_name,average_price,mbid,listeners,playcount,actual_known_cost?,bio_intro,image_url
Toby Mac,Toby Mac,"$50,000",8484e4ab-b6b5-4326-b837-72eb72c9e8a4,0,0,TRUE,"This is an incorrect tag for tobyMac. Please change your tags.tobyMac (Toby McKeehan) is an eclectic christian artist who uses rap, reggae, hip hop, funk and more along with his ã®´ã®´ã®´diverse cityã®´Íù band to bring the gospel to Christians and non-Christians alike. He is one-third of the best-selling group dc Talk along with Michael Tait and Kevin Max. His most recent album, Portable Sounds, was released on February 20, 2007.tobyMac released his solo debut <a href=""https://www.last.fm/music/+noredirect/Toby+Mac"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/9eb41e1fadd24e6b8815b226617b8ba6.png
Tracy Lawrence,Tracy Lawrence,"$50,000",56ff58b3-7a73-4c02-a0ae-70bebf3354f2,233233,1684202,TRUE,"Tracy Lawrence (born 27 January 1968) is an American country musician.Tracy Lawrence was born in Atlanta, Texas, and raised in Foreman, Ark.,  Lawrence played in his first band at the age of 16. He attended Southern Arkansas University in Magnolia, where he was a member of Sigma Pi Fraternity. In 1990 Lawrence left Arkansas and went to Nashville.Lawrence took jobs as an ironworker and in phone sales while he tried to break into the Nashville music scene. <a href=""https://www.last.fm/music/Tracy+Lawrence"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/45ece870b1ce4cc59b88f534cc8650ef.png
Travie McCog (GCH),unknown,"$40,000",unknown,0,0,TRUE,unknown,unknown
Trombone Shorty,Trombone Shorty,"$45,000",cae4fd51-4d58-4d48-92c1-6198cc2e45ed,75808,1148202,TRUE,"Troy ""Trombone Shorty"" Andrews (born January 2, 1986) is a trombone  and trumpet  player from New Orleans, Louisiana, United States. Troy Andrews is the younger brother of trumpeter and bandleader James Andrews . Growing up in New Orleans' Treme neighborhood, ""Trombone Shorty"" was participating in brass band parades as a child, carrying his trombone even before his arms were long enough to reach all the positions of the slide. Andrews was a bandleader by the age of 6. <a href=""https://www.last.fm/music/Trombone+Shorty"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/db9d7c53307b491ebb015322b6622799.png
Walk The Moon,Walk the Moon,"$50,000",d4aad415-9cd0-4845-9b05-0416fdcc9fc4,706997,12178404,TRUE,"They are several artists named ""Walk the Moon"";1) ""Walk the Moon"" is an indie rock band that formed in Cincinnati, Ohio in 2008. The band consists of Nicholas Petricca (vocals, keyboards), Kevin Ray (bass, vocals), Eli Maiman (guitar, vocals) and Sean Waugaman (drums, vocals). The band has released four albums, ""I Want! I Want!"" (2010), ""Walk the Moon"" (2012), ""Talking is Hard"" (2014), and ""What if Nothing"" (2017). The band's single, ""Anna Sun"", peaked at #10 on the Billboard Alternative Songs chart in 2012. <a href=""https://www.last.fm/music/Walk+the+Moon"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/1dcdfe676bd92c2a2752e27daf0dfb43.png
21 Pilots,21 Pilots,"$30,000",,0,0,TRUE," <a href=""https://www.last.fm/music/+noredirect/21+Pilots"">Read more on Last.fm</a>",
3LAU,3LAU,"$25,000",6461d3e3-2886-4ad4-90c9-a43e3202ebaf,148474,1506235,TRUE,"Justin ""3LAU"" Blau, is a mashup artist from Las Vegas, Nevada. His style mainly incorporates top 40's with popular electronic dance music. 3LAU began mashing in fall of 2011, shifting from his shoegaze artistry under the alias Glimpse. Blau attended Washington University in St. Louis until the fall of 2012, when he decided to pursue his music career instead of finishing his undergraduate degree in finance. His mashups, most notably ""Girls Who Save the World"" and ""All Night Long,"" have been prominently featured on blogs. <a href=""https://www.last.fm/music/3LAU"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/534ec84322544854c846a693d34e5382.png
Aaron Tippin,Aaron Tippin,"$32,500",59e22818-9da1-42be-bdd6-b1124b4a67b9,109521,794416,TRUE,"Aaron Tippin (born July 3, 1958) is a country music singer.Born in Pensacola, Florida, but raised in upstate South Carolina, Tippin performed in local honky-tonks in the 1970s. He competed on TNN's ""You Can Be A Star"" talent contest in 1986, landed a song publishing contract and moved to Nashville in 1987. During this time he wrote songs for The Kingsmen, David Ball, The Midsouth Boys, Mark Collie, and Charlie Pride. He would spend his nights working at a mill in Kentucky and spend his days driving 60 miles to Nashville to write songs. <a href=""https://www.last.fm/music/Aaron+Tippin"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/13a973435c4f491bbe765c5a14e9ef34.png
Airborne Toxic Event,Airborne Toxic Event,"$22,500",,0,0,TRUE,"This Airborne Toxic Event band came from Brisbane, Australia. They operated between 1990-1991.The most significant thing about this outfit is a decision to play without drums. Use of early model digital samplers (Roland S-50, Casio FZ-1) also set this band apart from guitar oriented acts that dominated the Brisbane scene about that time. ATE also projected films onto the stage during performances to add to the visuals. Not many people liked it..... <a href=""https://www.last.fm/music/+noredirect/Airborne+Toxic+Event"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2faaff5ab1bd4073bca7d8af61d5b646.png
Allen Stone,Allen Stone,"$30,000",99d79171-66fd-4626-8ba1-9d5862a4a9a5,94136,904271,TRUE,"From backwoods barbecues and community gatherings; Allen Stone emerges to share personal melodies, telling his tales of life after just 24 years. Getting his start singing at his father's church in small-town America; it wasn't until later when introduced to the greats of soul music (Marvin Gaye, Aretha Franklin) and then to the confessional lyrical fashion of the 60's -70's singer/ songwriters, did music begin to ignite intense passion, eventually carrying this boy to a musical home. <a href=""https://www.last.fm/music/Allen+Stone"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/ef8112b7b88045ed9a02f34c6a0dc8b7.png
Aloe Blacc,Aloe Blacc,"$32,500",4bf89e02-6c30-4603-9f6a-52619b1bea1a,779809,9606837,TRUE,"Egbert Nathaniel Dawkins III (born 1979 in Orange County, California), better known by the stage name Aloe Blacc, is an American soul singer, rapper and musician. He began his recording career as an MC back in 1995 when he joined up with hip-hop producer Exile to form the mainstay indie rap group Emanon. Aloe released his debut solo album Shine Through on Stonethrow Records in 2006 and followed this up in 2010 with Good Things. He has also collaborated with the Cradle Orchestra under the name Bee <a href=""https://www.last.fm/music/Aloe+Blacc"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/39dd6484c80340e7b5f2158f48284da5.png
Amerie,Amerie,"$25,000",56ef1af4-5184-49f8-a972-583f35c2485c,733245,5908679,TRUE,"Amerie Rogers, known professionally as Amerie, is an African American-Korean international R&B star.  Amerie has released four albums.  Her 2002 debut album ""All I Have"" was highly acclaimed by critics as was her 2nd album ""Touch"".  In 2005, Ameriie burst back onto the music scene with her fourth single ""1 Thing"", which was used as the theme song for the Will Smith movie ""Hitch"". ""1 Thing"" went to the top of the charts in various international markets, including the US, UK and others around the world. <a href=""https://www.last.fm/music/Amerie"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/32923a48d5f64cfaa69713398c43b799.png
Anberlin,Anberlin,"$25,000",c648509e-9916-4c56-ab63-652a03da16dd,847167,38616117,TRUE,"Anberlin was formed in 2002 in Winter Haven, FL, USA and disbanded after the release of their final album, lowborn, in 2014. Their debut album, Blueprints for the Black Market, was quite successful. Spurred on by popular singles Readyfuels and Change the World, it sold over 60,000 copies and raised Anberlin's profile. They released their sophomore album, Never Take Friendship Personal, in February 2005. The album was praised by critics, garnering favourable reviews and winning the band new fans. <a href=""https://www.last.fm/music/Anberlin"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/00907ef72c7a4bbfa5e499611dca7887.png
Andrew WK,Andrew Wk,"$25,000",,0,0,TRUE,"This is mistagged for Andrew W.K.; it would help Last.fm if you could correct your tags accordingly. <a href=""https://www.last.fm/music/+noredirect/Andrew+Wk"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/4ab698198a6b4ff2ac8890434f536a50.png
Ashanti,Ashanti,"$32,500",b0e304ab-ab52-4e4c-bff5-eb0dff0b3d09,785272,5930224,TRUE,"Ashanti is a name of, at least, two artists: 1. A  popular R&B singer from Glen Cove, New York2. A latin jazz group from Berklee, Massachusetts3. An Indonesian pop singer from Jakarta, Indonesia and should refer to Ashanty1) Ashanti (born Ashanti Shequoiya Douglas on October 13, 1980 in Glen Cove, New York, United States), is a Grammy Award-winning singer, songwriter, record producer, actress, model & fashion designer who has been performing since 2000. <a href=""https://www.last.fm/music/Ashanti"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2c8dc7d8b8b34dd8cdff2e9654f38062.png
Beirut,Beirut,"$30,000",989276c4-d2e8-4599-a2a0-c9ebeba73104,1336785,76774644,TRUE,"Beirut is an American indie-rock and world music band which was originally the solo musical project of  Zach Condon (born Zachary Francis Condon in Santa Fe, New Mexico) and later expanded into a band. The band's first performances were in New York, in May 2006, to support the release of their debut album, Gulag Orkestar.Condon recorded before Beirut was established: when he was fifteen and under the name of Realpeople, he made an electronic record, fashioned after his love for The Magnetic Fields. <a href=""https://www.last.fm/music/Beirut"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/7b81d4b0c54f48d3aaa53c5c0dd8e3bc.png
Better Than Ezra,Better Than Ezra,"$25,000",7986c185-d91d-4204-8ee2-eac5d503fe39,597766,5855090,TRUE,"Better Than Ezra is an alternative rock trio based in New Orleans, Louisiana. The band was formed in Baton Rouge in 1987 by Kevin Griffin while he and the other original members were attending college at Louisiana State University. By 1988 Better Than Ezra had released a demo cassette tape, Chime Street Studio Demo Tape. In 1989 the band released a cassette-only album, Surprise. They released their first nationally-distributed album Deluxe in 1993 (Swell Records / 1995 Elektra). <a href=""https://www.last.fm/music/Better+Than+Ezra"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/5792dcefcf974bd78deda4bb49078549.png
Big Bad Vodoo Daddy,unknown,"$22,500",unknown,0,0,TRUE,unknown,unknown
Big Head Todd & Mo,unknown,"$27,500",unknown,0,0,TRUE,unknown,unknown
Blackberry Smoke,Blackberry Smoke,"$22,500",1576a26e-f77d-47ac-87f2-4f610c141ac6,53985,1064205,TRUE,"Blackberry Smoke is an American southern rock band from Atlanta, Georgia. The lineup consists of Charlie Starr (Lead Vocals, Guitar), Richard Turner (Bass, Vocals), Brit Turner (Drums), Paul Jackson (Guitar, Vocals), and Brandon Still (Keyboards).They have performed throughout the United States as both headliner and as the supporting act for artists such as Zac Brown Band, Eric Church, ZZ Top & Lynyrd Skynyrd. On August 26, 2012, they performed at a charity benefit called the Boot Ride with the cast of Sons of Anarchy <a href=""https://www.last.fm/music/Blackberry+Smoke"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/cf5fd28194e14dccac250d65a091fb19.png
Blonde Readhead,Blonde Readhead,"$20,000",,0,0,TRUE," <a href=""https://www.last.fm/music/+noredirect/Blonde+Readhead"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/56e14a2f34fe4e6ba6179e7c309dd781.png
Blue October,Blue October,"$35,000",d6a3eeec-cde0-4c10-89b2-93e0bd5f34e6,571805,14577595,TRUE,"Blue October is an alternative rock band headquartered in San Marcos, Texas, but is originally from Houston, Texas. The band was formed in 1995 and currently comprises Justin Furstenfeld (lead vocals), Jeremy Furstenfeld (drums, percussion), Ryan Delahoussaye (violin/viola, mandolin, keyboards, and vocals), Julian Mandrake (guitar) and Matt Noveskey (bass guitar). Their latest album, Any Man in America, was released on August 16, 2011 on the band's own Up/Down Records label <a href=""https://www.last.fm/music/Blue+October"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c23b5e30b59444748b8cad3a1b49f6db.png
Bob Schneider,Bob Schneider,"$25,000",664725d2-c2ee-46dd-8ab2-48e1a19b14d3,65400,1032698,TRUE,"Bob Schneider (born October 12, 1965) is an American musician based in Austin, TX. He is the former lead-singer of Ugly Americans.For nearly ten years, Schneider has performed a Monday night residency at the Saxon Pub, an intimate and legendary venue on South Lamar, Austin, Texas. Schneider and the members of Lonelyland, the band name that he uses to keep these shows ã®´ã®´ã®´underground,ã®´Íù are seated on stage as they work through a ã®´ã®´ã®´live rehearsalã®´Íù of songs that Schneider calls up from his repertoire of over four hundred songs. <a href=""https://www.last.fm/music/Bob+Schneider"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/8f23c03e0fc8458bb80333afb983c68a.png
Bone Thugs & Harmo,unknown,"$27,500",unknown,0,0,TRUE,unknown,unknown
Borgore,Borgore,"$25,000",215e2b5d-06f8-4c68-b33b-8fccec27a077,418563,5992277,TRUE,"Borgore is the alias of Israeli dubstep producer Asaf Borger, who is currently releasing tunes through Shift Recordings, Terminal Dusk, Trill Bass, Zaudio, Mad Decent, and Sumerian records He is also a drummer for the deathcore band Shabira , and part of the dubstep duo Alphamale Primates, which consists of him and Tomba.He has recently finished a massive US tour to sold out dates everywhere and a plethora of positive reviews. Borgore has also promoted <a href=""https://www.last.fm/music/Borgore"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/03ec8e45bdbd4aeaca8ba7bc50ad6399.png
